province;red;green;blue;x;x
1293;5;61;37;TWOZERONETWO;x
1294;37;61;40;TWOZERONETHR;x
1295;69;61;43;TWOZERONEFO;x
1296;101;61;46;TWOZERONEFIV;x
1297;133;61;49;TWOZERONESIX;x
1298;165;61;52;TWOZERONESEV;x
1299;197;61;55;TWOZERONEEIG;x
1300;229;61;58;TWOZERONENIN;x
1301;6;61;61;TWOZERTWOZER;x
1302;38;61;64;TWOZERTWOONE;x
1303;70;61;67;TWOZERTWOTWO;x
1304;102;61;70;TWOZERTWOTHR;x
1305;134;61;73;TWOZERTWOFO;x
1306;166;61;76;TWOZERTWOFIV;x
1307;198;61;79;TWOZERTWOSIX;x
1308;230;61;82;TWOZERTWOSEV;x
1309;7;61;85;TWOZERTWOEIG;x
1310;39;61;88;TWOZERTWONIN;x
1311;71;61;91;TWOZERTHRZER;x
1312;103;61;94;TWOZERTHRONE;x
1313;135;61;97;TWOZERTHRTWO;x
1314;167;61;100;TWOZERTHRTHR;x
1315;199;61;103;TWOZERTHRFO;x
1316;231;61;106;TWOZERTHRFIV;x
1317;8;61;109;TWOZERTHRSIX;x
1318;40;61;112;TWOZERTHRSEV;x
1319;72;61;115;TWOZERTHREIG;x
1320;104;61;118;TWOZERTHRNIN;x
1321;136;61;121;TWOZERFOZER;x
1322;168;61;124;TWOZERFOONE;x
1323;200;61;127;TWOZERFOTWO;x
1324;232;61;130;TWOZERFOTHR;x
1325;9;61;133;TWOZERFOFO;x
1326;41;61;136;TWOZERFOFIV;x
1327;73;61;139;TWOZERFOSIX;x
1328;105;61;142;TWOZERFOSEV;x
1329;137;61;145;TWOZERFOEIG;x
1330;169;61;148;TWOZERFONIN;x
1331;201;61;151;TWOZERFIVZER;x
1332;233;61;154;TWOZERFIVONE;x
1333;10;61;157;TWOZERFIVTWO;x
1334;42;61;160;TWOZERFIVTHR;x
1335;74;61;163;TWOZERFIVFO;x
1336;106;61;166;TWOZERFIVFIV;x
1337;138;61;169;TWOZERFIVSIX;x
1338;170;61;172;TWOZERFIVSEV;x
1339;202;61;175;TWOZERFIVEIG;x
1340;234;61;178;TWOZERFIVNIN;x
1341;11;61;181;TWOZERSIXZER;x
1342;43;61;184;TWOZERSIXONE;x
1343;75;61;187;TWOZERSIXTWO;x
1344;107;61;190;TWOZERSIXTHR;x
1345;163;64;1;TWOONEZERZER;x
1346;195;64;4;TWOONEZERONE;x
1347;227;64;7;TWOONEZERTWO;x
1348;4;64;10;TWOONEZERTHR;x
1349;36;64;13;TWOONEZERFO;x
1350;68;64;16;TWOONEZERFIV;x
1351;100;64;19;TWOONEZERSIX;x
1352;132;64;22;TWOONEZERSEV;x
1353;164;64;25;TWOONEZEREIG;x
1354;196;64;28;TWOONEZERNIN;x
1355;228;64;31;TWOONEONEZER;x
1356;5;64;34;TWOONEONEONE;x
1357;37;64;37;TWOONEONETWO;x
1358;69;64;40;TWOONEONETHR;x
1359;101;64;43;TWOONEONEFO;x
1360;133;64;46;TWOONEONEFIV;x
1361;165;64;49;TWOONEONESIX;x
1362;197;64;52;TWOONEONESEV;x
1363;229;64;55;TWOONEONEEIG;x
1364;6;64;58;TWOONEONENIN;x
1365;38;64;61;TWOONETWOZER;x
1366;70;64;64;TWOONETWOONE;x
1367;102;64;67;TWOONETWOTWO;x
1368;134;64;70;TWOONETWOTHR;x
1369;166;64;73;TWOONETWOFO;x
1370;198;64;76;TWOONETWOFIV;x
1371;230;64;79;TWOONETWOSIX;x
1372;7;64;82;TWOONETWOSEV;x
1373;39;64;85;TWOONETWOEIG;x
1374;71;64;88;TWOONETWONIN;x
1375;103;64;91;TWOONETHRZER;x
1376;135;64;94;TWOONETHRONE;x
1377;167;64;97;TWOONETHRTWO;x
1378;199;64;100;TWOONETHRTHR;x
1379;231;64;103;TWOONETHRFO;x
1380;8;64;106;TWOONETHRFIV;x
1381;40;64;109;TWOONETHRSIX;x
1382;72;64;112;TWOONETHRSEV;x
1383;104;64;115;TWOONETHREIG;x
1384;136;64;118;TWOONETHRNIN;x
1385;168;64;121;TWOONEFOZER;x
1386;200;64;124;TWOONEFOONE;x
1387;232;64;127;TWOONEFOTWO;x
1388;9;64;130;TWOONEFOTHR;x
1389;41;64;133;TWOONEFOFO;x
1390;73;64;136;TWOONEFOFIV;x
1391;105;64;139;TWOONEFOSIX;x
1392;137;64;142;TWOONEFOSEV;x
1393;169;64;145;TWOONEFOEIG;x
1394;201;64;148;TWOONEFONIN;x
1395;233;64;151;TWOONEFIVZER;x
1396;10;64;154;TWOONEFIVONE;x
1397;42;64;157;TWOONEFIVTWO;x
1398;74;64;160;TWOONEFIVTHR;x
1399;106;64;163;TWOONEFIVFO;x
1400;138;64;166;TWOONEFIVFIV;x
1401;170;64;169;TWOONEFIVSIX;x
1402;202;64;172;TWOONEFIVSEV;x
1403;234;64;175;TWOONEFIVEIG;x
1404;11;64;178;TWOONEFIVNIN;x
1405;43;64;181;TWOONESIXZER;x
1406;75;64;184;TWOONESIXONE;x
1407;107;64;187;TWOONESIXTWO;x
1408;139;64;190;TWOONESIXTHR;x
1409;195;67;1;TWOTWOZERZER;x
1410;227;67;4;TWOTWOZERONE;x
1411;4;67;7;TWOTWOZERTWO;x
1412;36;67;10;TWOTWOZERTHR;x
1413;68;67;13;TWOTWOZERFO;x
1414;100;67;16;TWOTWOZERFIV;x
1415;132;67;19;TWOTWOZERSIX;x
1416;164;67;22;TWOTWOZERSEV;x
1417;196;67;25;TWOTWOZEREIG;x
1418;228;67;28;TWOTWOZERNIN;x
1419;5;67;31;TWOTWOONEZER;x
1420;37;67;34;TWOTWOONEONE;x
1421;69;67;37;TWOTWOONETWO;x
1422;101;67;40;TWOTWOONETHR;x
1423;133;67;43;TWOTWOONEFO;x
1424;165;67;46;TWOTWOONEFIV;x
1425;197;67;49;TWOTWOONESIX;x
1426;229;67;52;TWOTWOONESEV;x
1427;6;67;55;TWOTWOONEEIG;x
1428;38;67;58;TWOTWOONENIN;x
1429;70;67;61;TWOTWOTWOZER;x
1430;102;67;64;TWOTWOTWOONE;x
1431;134;67;67;TWOTWOTWOTWO;x
1432;166;67;70;TWOTWOTWOTHR;x
1433;198;67;73;TWOTWOTWOFO;x
1434;230;67;76;TWOTWOTWOFIV;x
1435;7;67;79;TWOTWOTWOSIX;x
1436;39;67;82;TWOTWOTWOSEV;x
1437;71;67;85;TWOTWOTWOEIG;x
1438;103;67;88;TWOTWOTWONIN;x
1439;135;67;91;TWOTWOTHRZER;x
1440;167;67;94;TWOTWOTHRONE;x
1441;199;67;97;TWOTWOTHRTWO;x
1442;231;67;100;TWOTWOTHRTHR;x
1443;8;67;103;TWOTWOTHRFO;x
1444;40;67;106;TWOTWOTHRFIV;x
1445;72;67;109;TWOTWOTHRSIX;x
1446;104;67;112;TWOTWOTHRSEV;x
1447;136;67;115;TWOTWOTHREIG;x
1448;168;67;118;TWOTWOTHRNIN;x
1449;200;67;121;TWOTWOFOZER;x
1450;232;67;124;TWOTWOFOONE;x
1451;9;67;127;TWOTWOFOTWO;x
1452;41;67;130;TWOTWOFOTHR;x
1453;73;67;133;TWOTWOFOFO;x
1454;105;67;136;TWOTWOFOFIV;x
1455;137;67;139;TWOTWOFOSIX;x
1456;169;67;142;TWOTWOFOSEV;x
1457;201;67;145;TWOTWOFOEIG;x
1458;233;67;148;TWOTWOFONIN;x
1459;10;67;151;TWOTWOFIVZER;x
1460;42;67;154;TWOTWOFIVONE;x
1461;74;67;157;TWOTWOFIVTWO;x
1462;106;67;160;TWOTWOFIVTHR;x
1463;138;67;163;TWOTWOFIVFO;x
1464;170;67;166;TWOTWOFIVFIV;x
1465;202;67;169;TWOTWOFIVSIX;x
1466;234;67;172;TWOTWOFIVSEV;x
1467;11;67;175;TWOTWOFIVEIG;x
1468;43;67;178;TWOTWOFIVNIN;x
1469;75;67;181;TWOTWOSIXZER;x
1470;107;67;184;TWOTWOSIXONE;x
1471;139;67;187;TWOTWOSIXTWO;x
1472;171;67;190;TWOTWOSIXTHR;x
1473;227;70;1;TWOTHRZERZER;x
1474;4;70;4;TWOTHRZERONE;x
1475;36;70;7;TWOTHRZERTWO;x
1476;68;70;10;TWOTHRZERTHR;x
1477;100;70;13;TWOTHRZERFO;x
1478;132;70;16;TWOTHRZERFIV;x
1479;164;70;19;TWOTHRZERSIX;x
1480;196;70;22;TWOTHRZERSEV;x
1481;228;70;25;TWOTHRZEREIG;x
1482;5;70;28;TWOTHRZERNIN;x
1483;37;70;31;TWOTHRONEZER;x
1484;69;70;34;TWOTHRONEONE;x
1485;101;70;37;TWOTHRONETWO;x
1486;133;70;40;TWOTHRONETHR;x
1487;165;70;43;TWOTHRONEFO;x
1488;197;70;46;TWOTHRONEFIV;x
1489;229;70;49;TWOTHRONESIX;x
1490;6;70;52;TWOTHRONESEV;x
1491;38;70;55;TWOTHRONEEIG;x
1492;70;70;58;TWOTHRONENIN;x
1493;102;70;61;TWOTHRTWOZER;x
1494;134;70;64;TWOTHRTWOONE;x
1495;166;70;67;TWOTHRTWOTWO;x
1496;198;70;70;TWOTHRTWOTHR;x
1497;230;70;73;TWOTHRTWOFO;x
1498;7;70;76;TWOTHRTWOFIV;x
1499;39;70;79;TWOTHRTWOSIX;x
1500;71;70;82;TWOTHRTWOSEV;x
1501;103;70;85;TWOTHRTWOEIG;x
1502;135;70;88;TWOTHRTWONIN;x
1503;167;70;91;TWOTHRTHRZER;x
1504;199;70;94;TWOTHRTHRONE;x
1505;231;70;97;TWOTHRTHRTWO;x
1506;8;70;100;TWOTHRTHRTHR;x
1507;40;70;103;TWOTHRTHRFO;x
1508;72;70;106;TWOTHRTHRFIV;x
1509;104;70;109;TWOTHRTHRSIX;x
1510;136;70;112;TWOTHRTHRSEV;x
1511;168;70;115;TWOTHRTHREIG;x
1512;200;70;118;TWOTHRTHRNIN;x
1513;232;70;121;TWOTHRFOZER;x
1514;9;70;124;TWOTHRFOONE;x
1515;41;70;127;TWOTHRFOTWO;x
1516;73;70;130;TWOTHRFOTHR;x
1517;105;70;133;TWOTHRFOFO;x
1518;137;70;136;TWOTHRFOFIV;x
1519;169;70;139;TWOTHRFOSIX;x
1520;201;70;142;TWOTHRFOSEV;x
1521;233;70;145;TWOTHRFOEIG;x
1522;10;70;148;TWOTHRFONIN;x
1523;42;70;151;TWOTHRFIVZER;x
1524;74;70;154;TWOTHRFIVONE;x
1525;106;70;157;TWOTHRFIVTWO;x
1526;138;70;160;TWOTHRFIVTHR;x
1527;170;70;163;TWOTHRFIVFO;x
1528;202;70;166;TWOTHRFIVFIV;x
1529;234;70;169;TWOTHRFIVSIX;x
1530;11;70;172;TWOTHRFIVSEV;x
1531;43;70;175;TWOTHRFIVEIG;x
1532;75;70;178;TWOTHRFIVNIN;x
1533;107;70;181;TWOTHRSIXZER;x
1534;139;70;184;TWOTHRSIXONE;x
1535;171;70;187;TWOTHRSIXTWO;x
1536;203;70;190;TWOTHRSIXTHR;x
1537;4;73;1;TWOFOZERZER;x
1538;36;73;4;TWOFOZERONE;x
1539;68;73;7;TWOFOZERTWO;x
1540;100;73;10;TWOFOZERTHR;x
1541;132;73;13;TWOFOZERFO;x
1542;164;73;16;TWOFOZERFIV;x
1543;196;73;19;TWOFOZERSIX;x
1544;228;73;22;TWOFOZERSEV;x
1545;5;73;25;TWOFOZEREIG;x
1546;37;73;28;TWOFOZERNIN;x
1547;69;73;31;TWOFOONEZER;x
1548;101;73;34;TWOFOONEONE;x
1549;133;73;37;TWOFOONETWO;x
1550;165;73;40;TWOFOONETHR;x
1551;197;73;43;TWOFOONEFO;x
1552;229;73;46;TWOFOONEFIV;x
1553;6;73;49;TWOFOONESIX;x
1554;38;73;52;TWOFOONESEV;x
1555;70;73;55;TWOFOONEEIG;x
1556;102;73;58;TWOFOONENIN;x
1557;134;73;61;TWOFOTWOZER;x
1558;166;73;64;TWOFOTWOONE;x
1559;198;73;67;TWOFOTWOTWO;x
1560;230;73;70;TWOFOTWOTHR;x
1561;7;73;73;TWOFOTWOFO;x
1562;39;73;76;TWOFOTWOFIV;x
1563;71;73;79;TWOFOTWOSIX;x
1564;103;73;82;TWOFOTWOSEV;x
1565;135;73;85;TWOFOTWOEIG;x
1566;167;73;88;TWOFOTWONIN;x
1567;199;73;91;TWOFOTHRZER;x
1568;231;73;94;TWOFOTHRONE;x
1569;8;73;97;TWOFOTHRTWO;x
1570;40;73;100;TWOFOTHRTHR;x
1571;72;73;103;TWOFOTHRFO;x
1572;104;73;106;TWOFOTHRFIV;x
1573;136;73;109;TWOFOTHRSIX;x
1574;168;73;112;TWOFOTHRSEV;x
1575;200;73;115;TWOFOTHREIG;x
1576;232;73;118;TWOFOTHRNIN;x
1577;9;73;121;TWOFOFOZER;x
1578;41;73;124;TWOFOFOONE;x
1579;73;73;127;TWOFOFOTWO;x
1580;105;73;130;TWOFOFOTHR;x
1581;137;73;133;TWOFOFOFO;x
1582;169;73;136;TWOFOFOFIV;x
1583;201;73;139;TWOFOFOSIX;x
1584;233;73;142;TWOFOFOSEV;x
1585;10;73;145;TWOFOFOEIG;x
1586;42;73;148;TWOFOFONIN;x
1587;74;73;151;TWOFOFIVZER;x
1588;106;73;154;TWOFOFIVONE;x
1589;138;73;157;TWOFOFIVTWO;x
1590;170;73;160;TWOFOFIVTHR;x
1591;202;73;163;TWOFOFIVFO;x
1592;234;73;166;TWOFOFIVFIV;x
1593;11;73;169;TWOFOFIVSIX;x
1594;43;73;172;TWOFOFIVSEV;x
1595;75;73;175;TWOFOFIVEIG;x
1596;107;73;178;TWOFOFIVNIN;x
1597;139;73;181;TWOFOSIXZER;x
1598;171;73;184;TWOFOSIXONE;x
1599;203;73;187;TWOFOSIXTWO;x
1600;235;73;190;TWOFOSIXTHR;x
1601;36;76;1;TWOFIVZERZER;x
1602;68;76;4;TWOFIVZERONE;x
1603;100;76;7;TWOFIVZERTWO;x
1604;132;76;10;TWOFIVZERTHR;x
1605;164;76;13;TWOFIVZERFO;x
1606;196;76;16;TWOFIVZERFIV;x
1607;228;76;19;TWOFIVZERSIX;x
1608;5;76;22;TWOFIVZERSEV;x
1609;37;76;25;TWOFIVZEREIG;x
1610;69;76;28;TWOFIVZERNIN;x
1611;101;76;31;TWOFIVONEZER;x
1612;133;76;34;TWOFIVONEONE;x
1613;165;76;37;TWOFIVONETWO;x
1614;197;76;40;TWOFIVONETHR;x
1615;229;76;43;TWOFIVONEFO;x
1616;6;76;46;TWOFIVONEFIV;x
1617;38;76;49;TWOFIVONESIX;x
1618;70;76;52;TWOFIVONESEV;x
1619;102;76;55;TWOFIVONEEIG;x
1620;134;76;58;TWOFIVONENIN;x
1621;166;76;61;TWOFIVTWOZER;x
1622;198;76;64;TWOFIVTWOONE;x
1623;230;76;67;TWOFIVTWOTWO;x
1624;7;76;70;TWOFIVTWOTHR;x
1625;39;76;73;TWOFIVTWOFO;x
1626;71;76;76;TWOFIVTWOFIV;x
1627;103;76;79;TWOFIVTWOSIX;x
1628;135;76;82;TWOFIVTWOSEV;x
1629;167;76;85;TWOFIVTWOEIG;x
1630;199;76;88;TWOFIVTWONIN;x
1631;231;76;91;TWOFIVTHRZER;x
1632;8;76;94;TWOFIVTHRONE;x
1633;40;76;97;TWOFIVTHRTWO;x
1634;72;76;100;TWOFIVTHRTHR;x
1635;104;76;103;TWOFIVTHRFO;x
1636;136;76;106;TWOFIVTHRFIV;x
1637;168;76;109;TWOFIVTHRSIX;x
1638;200;76;112;TWOFIVTHRSEV;x
1639;232;76;115;TWOFIVTHREIG;x
1640;9;76;118;TWOFIVTHRNIN;x
1641;41;76;121;TWOFIVFOZER;x
1642;73;76;124;TWOFIVFOONE;x
1643;105;76;127;TWOFIVFOTWO;x
1644;137;76;130;TWOFIVFOTHR;x
1645;169;76;133;TWOFIVFOFO;x
1646;201;76;136;TWOFIVFOFIV;x
1647;233;76;139;TWOFIVFOSIX;x
1648;10;76;142;TWOFIVFOSEV;x
1649;42;76;145;TWOFIVFOEIG;x
1650;74;76;148;TWOFIVFONIN;x
1651;106;76;151;TWOFIVFIVZER;x
1652;138;76;154;TWOFIVFIVONE;x
1653;170;76;157;TWOFIVFIVTWO;x
1654;202;76;160;TWOFIVFIVTHR;x
1655;234;76;163;TWOFIVFIVFO;x
1656;11;76;166;TWOFIVFIVFIV;x
1657;43;76;169;TWOFIVFIVSIX;x
1658;75;76;172;TWOFIVFIVSEV;x
1659;107;76;175;TWOFIVFIVEIG;x
1660;139;76;178;TWOFIVFIVNIN;x
1661;171;76;181;TWOFIVSIXZER;x
1662;203;76;184;TWOFIVSIXONE;x
1663;235;76;187;TWOFIVSIXTWO;x
1664;12;76;190;TWOFIVSIXTHR;x
1665;68;79;1;TWOSIXZERZER;x
1666;100;79;4;TWOSIXZERONE;x
1667;132;79;7;TWOSIXZERTWO;x
1668;164;79;10;TWOSIXZERTHR;x
1669;196;79;13;TWOSIXZERFO;x
1670;228;79;16;TWOSIXZERFIV;x
1671;5;79;19;TWOSIXZERSIX;x
1672;37;79;22;TWOSIXZERSEV;x
1673;69;79;25;TWOSIXZEREIG;x
1674;101;79;28;TWOSIXZERNIN;x
1675;133;79;31;TWOSIXONEZER;x
1676;165;79;34;TWOSIXONEONE;x
1677;197;79;37;TWOSIXONETWO;x
1678;229;79;40;TWOSIXONETHR;x
1679;6;79;43;TWOSIXONEFO;x
1680;38;79;46;TWOSIXONEFIV;x
1681;70;79;49;TWOSIXONESIX;x
1682;102;79;52;TWOSIXONESEV;x
1683;134;79;55;TWOSIXONEEIG;x
1684;166;79;58;TWOSIXONENIN;x
1685;198;79;61;TWOSIXTWOZER;x
1686;230;79;64;TWOSIXTWOONE;x
1687;7;79;67;TWOSIXTWOTWO;x
1688;39;79;70;TWOSIXTWOTHR;x
1689;71;79;73;TWOSIXTWOFO;x
1690;103;79;76;TWOSIXTWOFIV;x
1691;135;79;79;TWOSIXTWOSIX;x
1692;167;79;82;TWOSIXTWOSEV;x
1693;199;79;85;TWOSIXTWOEIG;x
1694;231;79;88;TWOSIXTWONIN;x
1695;8;79;91;TWOSIXTHRZER;x
1696;40;79;94;TWOSIXTHRONE;x
1697;72;79;97;TWOSIXTHRTWO;x
1698;104;79;100;TWOSIXTHRTHR;x
1699;136;79;103;TWOSIXTHRFO;x
1700;168;79;106;TWOSIXTHRFIV;x
1701;200;79;109;TWOSIXTHRSIX;x
1702;232;79;112;TWOSIXTHRSEV;x
1703;9;79;115;TWOSIXTHREIG;x
1704;41;79;118;TWOSIXTHRNIN;x
1705;73;79;121;TWOSIXFOZER;x
1706;105;79;124;TWOSIXFOONE;x
1707;137;79;127;TWOSIXFOTWO;x
1708;169;79;130;TWOSIXFOTHR;x
1709;201;79;133;TWOSIXFOFO;x
1710;233;79;136;TWOSIXFOFIV;x
1711;10;79;139;TWOSIXFOSIX;x
1712;42;79;142;TWOSIXFOSEV;x
1713;74;79;145;TWOSIXFOEIG;x
1714;106;79;148;TWOSIXFONIN;x
1715;138;79;151;TWOSIXFIVZER;x
1716;170;79;154;TWOSIXFIVONE;x
1717;202;79;157;TWOSIXFIVTWO;x
1718;234;79;160;TWOSIXFIVTHR;x
1719;11;79;163;TWOSIXFIVFO;x
1720;43;79;166;TWOSIXFIVFIV;x
1721;75;79;169;TWOSIXFIVSIX;x
1722;107;79;172;TWOSIXFIVSEV;x
1723;139;79;175;TWOSIXFIVEIG;x
1724;171;79;178;TWOSIXFIVNIN;x
1725;203;79;181;TWOSIXSIXZER;x
1726;235;79;184;TWOSIXSIXONE;x
1727;12;79;187;TWOSIXSIXTWO;x
1728;44;79;190;TWOSIXSIXTHR;x
1729;100;82;1;TWOSEVZERZER;x
1730;132;82;4;TWOSEVZERONE;x
1731;164;82;7;TWOSEVZERTWO;x
1732;196;82;10;TWOSEVZERTHR;x
1733;228;82;13;TWOSEVZERFO;x
1734;5;82;16;TWOSEVZERFIV;x
1735;37;82;19;TWOSEVZERSIX;x
1736;69;82;22;TWOSEVZERSEV;x
1737;101;82;25;TWOSEVZEREIG;x
1738;133;82;28;TWOSEVZERNIN;x
1739;165;82;31;TWOSEVONEZER;x
1740;197;82;34;TWOSEVONEONE;x
1741;229;82;37;TWOSEVONETWO;x
1742;6;82;40;TWOSEVONETHR;x
1743;38;82;43;TWOSEVONEFO;x
1744;70;82;46;TWOSEVONEFIV;x
1745;102;82;49;TWOSEVONESIX;x
1746;134;82;52;TWOSEVONESEV;x
1747;166;82;55;TWOSEVONEEIG;x
1748;198;82;58;TWOSEVONENIN;x
1749;230;82;61;TWOSEVTWOZER;x
1750;7;82;64;TWOSEVTWOONE;x
1751;39;82;67;TWOSEVTWOTWO;x
1752;71;82;70;TWOSEVTWOTHR;x
1753;103;82;73;TWOSEVTWOFO;x
1754;135;82;76;TWOSEVTWOFIV;x
1755;167;82;79;TWOSEVTWOSIX;x
1756;199;82;82;TWOSEVTWOSEV;x
1757;231;82;85;TWOSEVTWOEIG;x
1758;8;82;88;TWOSEVTWONIN;x
1759;40;82;91;TWOSEVTHRZER;x
1760;72;82;94;TWOSEVTHRONE;x
1761;104;82;97;TWOSEVTHRTWO;x
1762;136;82;100;TWOSEVTHRTHR;x
1763;168;82;103;TWOSEVTHRFO;x
1764;200;82;106;TWOSEVTHRFIV;x
1765;232;82;109;TWOSEVTHRSIX;x
1766;9;82;112;TWOSEVTHRSEV;x
1767;41;82;115;TWOSEVTHREIG;x
1768;73;82;118;TWOSEVTHRNIN;x
1769;105;82;121;TWOSEVFOZER;x
1770;137;82;124;TWOSEVFOONE;x
1771;169;82;127;TWOSEVFOTWO;x
1772;201;82;130;TWOSEVFOTHR;x
1773;233;82;133;TWOSEVFOFO;x
1774;10;82;136;TWOSEVFOFIV;x
1775;42;82;139;TWOSEVFOSIX;x
1776;74;82;142;TWOSEVFOSEV;x
1777;106;82;145;TWOSEVFOEIG;x
1778;138;82;148;TWOSEVFONIN;x
1779;170;82;151;TWOSEVFIVZER;x
1780;202;82;154;TWOSEVFIVONE;x
1781;234;82;157;TWOSEVFIVTWO;x
1782;11;82;160;TWOSEVFIVTHR;x
1783;43;82;163;TWOSEVFIVFO;x
1784;75;82;166;TWOSEVFIVFIV;x
1785;107;82;169;TWOSEVFIVSIX;x
1786;139;82;172;TWOSEVFIVSEV;x
1787;171;82;175;TWOSEVFIVEIG;x
1788;203;82;178;TWOSEVFIVNIN;x
1789;235;82;181;TWOSEVSIXZER;x
1790;12;82;184;TWOSEVSIXONE;x
1791;44;82;187;TWOSEVSIXTWO;x
1792;76;82;190;TWOSEVSIXTHR;x
1793;132;85;1;TWOEIGZERZER;x
1794;164;85;4;TWOEIGZERONE;x
1795;196;85;7;TWOEIGZERTWO;x
1796;228;85;10;TWOEIGZERTHR;x
1797;5;85;13;TWOEIGZERFO;x
1798;37;85;16;TWOEIGZERFIV;x
1799;69;85;19;TWOEIGZERSIX;x
1800;101;85;22;TWOEIGZERSEV;x
1801;133;85;25;TWOEIGZEREIG;x
1802;165;85;28;TWOEIGZERNIN;x
1803;197;85;31;TWOEIGONEZER;x
1804;229;85;34;TWOEIGONEONE;x
1805;6;85;37;TWOEIGONETWO;x
1806;38;85;40;TWOEIGONETHR;x
1807;70;85;43;TWOEIGONEFO;x
1808;102;85;46;TWOEIGONEFIV;x
1809;134;85;49;TWOEIGONESIX;x
1810;166;85;52;TWOEIGONESEV;x
1811;198;85;55;TWOEIGONEEIG;x
1812;230;85;58;TWOEIGONENIN;x
1813;7;85;61;TWOEIGTWOZER;x
1814;39;85;64;TWOEIGTWOONE;x
1815;71;85;67;TWOEIGTWOTWO;x
1816;103;85;70;TWOEIGTWOTHR;x
1817;135;85;73;TWOEIGTWOFO;x
1818;167;85;76;TWOEIGTWOFIV;x
1819;199;85;79;TWOEIGTWOSIX;x
1820;231;85;82;TWOEIGTWOSEV;x
1821;8;85;85;TWOEIGTWOEIG;x
1822;40;85;88;TWOEIGTWONIN;x
1823;72;85;91;TWOEIGTHRZER;x
1824;104;85;94;TWOEIGTHRONE;x
1825;136;85;97;TWOEIGTHRTWO;x
1826;168;85;100;TWOEIGTHRTHR;x
1827;200;85;103;TWOEIGTHRFO;x
1828;232;85;106;TWOEIGTHRFIV;x
1829;9;85;109;TWOEIGTHRSIX;x
1830;41;85;112;TWOEIGTHRSEV;x
1831;73;85;115;TWOEIGTHREIG;x
1832;105;85;118;TWOEIGTHRNIN;x
1833;137;85;121;TWOEIGFOZER;x
1834;169;85;124;TWOEIGFOONE;x
1835;201;85;127;TWOEIGFOTWO;x
1836;233;85;130;TWOEIGFOTHR;x
1837;10;85;133;TWOEIGFOFO;x
1838;42;85;136;TWOEIGFOFIV;x
1839;74;85;139;TWOEIGFOSIX;x
1840;106;85;142;TWOEIGFOSEV;x
1841;138;85;145;TWOEIGFOEIG;x
1842;170;85;148;TWOEIGFONIN;x
1843;202;85;151;TWOEIGFIVZER;x
1844;234;85;154;TWOEIGFIVONE;x
1845;11;85;157;TWOEIGFIVTWO;x
1846;43;85;160;TWOEIGFIVTHR;x
1847;75;85;163;TWOEIGFIVFO;x
1848;107;85;166;TWOEIGFIVFIV;x
1849;139;85;169;TWOEIGFIVSIX;x
1850;171;85;172;TWOEIGFIVSEV;x
1851;203;85;175;TWOEIGFIVEIG;x
1852;235;85;178;TWOEIGFIVNIN;x
1853;12;85;181;TWOEIGSIXZER;x
1854;44;85;184;TWOEIGSIXONE;x
1855;76;85;187;TWOEIGSIXTWO;x
1856;108;85;190;TWOEIGSIXTHR;x
1857;164;88;1;TWONINZERZER;x
1858;196;88;4;TWONINZERONE;x
1859;228;88;7;TWONINZERTWO;x
1860;5;88;10;TWONINZERTHR;x
1861;37;88;13;TWONINZERFO;x
1862;69;88;16;TWONINZERFIV;x
1863;101;88;19;TWONINZERSIX;x
1864;133;88;22;TWONINZERSEV;x
1865;165;88;25;TWONINZEREIG;x
1866;197;88;28;TWONINZERNIN;x
1867;229;88;31;TWONINONEZER;x
1868;6;88;34;TWONINONEONE;x
1869;38;88;37;TWONINONETWO;x
1870;70;88;40;TWONINONETHR;x
1871;102;88;43;TWONINONEFO;x
1872;134;88;46;TWONINONEFIV;x
1873;166;88;49;TWONINONESIX;x
1874;198;88;52;TWONINONESEV;x
1875;230;88;55;TWONINONEEIG;x
1876;7;88;58;TWONINONENIN;x
1877;39;88;61;TWONINTWOZER;x
1878;71;88;64;TWONINTWOONE;x
1879;103;88;67;TWONINTWOTWO;x
1880;135;88;70;TWONINTWOTHR;x
1881;167;88;73;TWONINTWOFO;x
1882;199;88;76;TWONINTWOFIV;x
1883;231;88;79;TWONINTWOSIX;x
1884;8;88;82;TWONINTWOSEV;x
1885;40;88;85;TWONINTWOEIG;x
1886;72;88;88;TWONINTWONIN;x
1887;104;88;91;TWONINTHRZER;x
1888;136;88;94;TWONINTHRONE;x
1889;168;88;97;TWONINTHRTWO;x
1890;200;88;100;TWONINTHRTHR;x
1891;232;88;103;TWONINTHRFO;x
1892;9;88;106;TWONINTHRFIV;x
1893;41;88;109;TWONINTHRSIX;x
1894;73;88;112;TWONINTHRSEV;x
1895;105;88;115;TWONINTHREIG;x
1896;137;88;118;TWONINTHRNIN;x
1897;169;88;121;TWONINFOZER;x
1898;201;88;124;TWONINFOONE;x
1899;233;88;127;TWONINFOTWO;x
1900;10;88;130;TWONINFOTHR;x
1901;42;88;133;TWONINFOFO;x
1902;74;88;136;TWONINFOFIV;x
1903;106;88;139;TWONINFOSIX;x
1904;138;88;142;TWONINFOSEV;x
1905;170;88;145;TWONINFOEIG;x
1906;202;88;148;TWONINFONIN;x
1907;234;88;151;TWONINFIVZER;x
1908;11;88;154;TWONINFIVONE;x
1909;43;88;157;TWONINFIVTWO;x
1910;75;88;160;TWONINFIVTHR;x
1911;107;88;163;TWONINFIVFO;x
